8341,0.5025,0.702491,0.0,-3.0,1.0
8341,0.5025,0.651135,2.14997e-16,-3.16332,1.0
8341,0.5025,0.597047,-4.50207e-17,-3.32666,1.0
8341,0.5025,0.540247,-1.76735e-16,-3.48998,1.0
8341,0.5025,0.480715,4.45747e-14,-3.65333,1.0
8341,0.5025,0.418471,1.30388e-13,-3.81664,1.0
8341,0.502551,0.355368,0.149485,-3.30032,1.0
8341,0.504499,0.300978,-0.521715,-5.04659,1.0
8341,0.505699,0.254955,-0.943118,-1.79816,1.0
8341,0.505836,0.234534,-0.937864,-0.749496,1.0
8341,0.50656,0.2235,-0.865915,-0.939388,1.0
8341,0.505339,0.214993,-0.0530079,0.404415,1.0
8341,0.504949,0.203776,-0.560448,0.0854962,1.0
8341,0.505302,0.192789,-0.743435,-0.499718,1.0
8341,0.504966,0.182845,-0.549647,-0.347648,1.0
8341,0.504945,0.177031,-0.468554,-0.180054,1.0
8341,0.504817,0.176678,-0.399035,-0.0124493,1.0
8341,0.504609,0.178288,-0.409987,0.228134,1.0
8341,0.504503,0.179386,-0.555609,-0.101021,1.0
8341,0.504333,0.178857,-0.299242,0.0318182,1.0
8341,0.504289,0.177389,-0.400799,-0.0862831,1.0
8341,0.504286,0.17675,-0.380776,-0.149049,1.0
8341,0.504278,0.17723,-0.393561,-0.035628,1.0
8341,0.504262,0.177911,-0.458596,-0.0264675,1.0
8341,0.504305,0.177888,-0.452434,-0.0231203,1.0
8341,0.504335,0.177262,-0.444464,-0.125263,1.0
8341,0.5043,0.177148,-0.43688,-0.115425,1.0
8341,0.504265,0.17762,-0.394301,-0.0520518,1.0
8341,0.504321,0.177765,-0.400224,-0.0782058,1.0
8341,0.504323,0.177471,-0.398388,-0.126871,1.0
8341,0.504323,0.17724,-0.424848,-0.077271,1.0
8341,0.504304,0.177454,-0.402396,-0.0755195,1.0
8341,0.504308,0.17772,-0.413752,-0.0795301,1.0
8341,0.504315,0.177516,-0.41657,-0.0968157,1.0
8341,0.504312,0.177278,-0.404759,-0.11182,1.0
8341,0.504298,0.177444,-0.427413,-0.064371,1.0
8341,0.504316,0.177628,-0.418532,-0.0805692,1.0
8341,0.504327,0.177535,-0.412966,-0.111559,1.0
8341,0.504285,0.177346,-0.422077,-0.109684,1.0
8341,0.504283,0.17739,-0.415726,-0.0893701,1.0
8341,0.504316,0.177623,-0.424345,-0.0768806,1.0
8341,0.50432,0.177555,-0.413593,-0.0975068,1.0
8341,0.504309,0.177356,-0.414666,-0.101145,1.0
8341,0.504319,0.177405,-0.41132,-0.0856152,1.0
8341,0.504312,0.177586,-0.423904,-0.0677084,1.0
8341,0.50429,0.177559,-0.419936,-0.102738,1.0
8341,0.504303,0.177373,-0.422321,-0.110545,1.0
8341,0.504331,0.177392,-0.414156,-0.0776086,1.0
8341,0.504319,0.177581,-0.422253,-0.0819459,1.0
8341,0.50429,0.177562,-0.428973,-0.0947844,1.0
8341,0.504309,0.177368,-0.414709,-0.110215,1.0
8341,0.504328,0.177407,-0.415958,-0.0830293,1.0
8341,0.504304,0.177562,-0.420606,-0.0783363,1.0
8341,0.504286,0.177545,-0.424012,-0.104905,1.0
8341,0.50432,0.1774,-0.414462,-0.102711,1.0
8341,0.504332,0.177399,-0.419398,-0.0821037,1.0
8341,0.5043,0.177552,-0.419294,-0.0894278,1.0
8341,0.504285,0.177551,-0.415277,-0.100295,1.0
8341,0.504312,0.177401,-0.415525,-0.100608,1.0
8341,0.504329,0.177413,-0.419456,-0.0828613,1.0
8341,0.504305,0.177543,-0.418974,-0.0827516,1.0
8341,0.50429,0.177538,-0.413209,-0.0929897,1.0
8341,0.504313,0.177418,-0.419349,-0.10128,1.0
8341,0.504328,0.177403,-0.416435,-0.0862011,1.0
8341,0.504307,0.177532,-0.419711,-0.0824974,1.0
8341,0.504293,0.177552,-0.41761,-0.0970361,1.0
8341,0.504322,0.17741,-0.413307,-0.101969,1.0
8341,0.504327,0.177403,-0.418297,-0.0876693,1.0
8341,0.504294,0.177541,-0.420405,-0.0809772,1.0
8341,0.504291,0.177538,-0.414066,-0.0963042,1.0
8341,0.504329,0.177413,-0.418682,-0.0993133,1.0
8341,0.504325,0.177413,-0.419409,-0.0884232,1.0
8341,0.504289,0.177533,-0.421261,-0.0861852,1.0
8341,0.504296,0.177537,-0.411893,-0.0970266,1.0
8341,0.504329,0.177414,-0.417797,-0.0968469,1.0
8341,0.504315,0.177415,-0.419251,-0.0903313,1.0
8341,0.504293,0.17753,-0.416893,-0.0884673,1.0
8341,0.504303,0.177527,-0.417387,-0.0941639,1.0
8341,0.504323,0.177424,-0.41858,-0.099705,1.0
8341,0.504311,0.177423,-0.417029,-0.0910118,1.0
8341,0.504299,0.177521,-0.41712,-0.0858319,1.0
8341,0.504305,0.177529,-0.415705,-0.0950923,1.0
8341,0.504318,0.177428,-0.418644,-0.100463,1.0
8341,0.504315,0.177416,-0.417181,-0.0882985,1.0
8341,0.504302,0.177524,-0.419774,-0.0851783,1.0
8341,0.504302,0.177533,-0.414821,-0.0933943,1.0
8341,0.504316,0.177422,-0.418041,-0.100296,1.0
8341,0.504314,0.177417,-0.417051,-0.089501,1.0
8341,0.504302,0.177525,-0.418283,-0.084782,1.0
8341,0.504305,0.177531,-0.416466,-0.0927569,1.0
8341,0.504319,0.177423,-0.417685,-0.0987207,1.0
8341,0.504312,0.177419,-0.418602,-0.090318,1.0
8341,0.504299,0.177526,-0.419356,-0.0854484,1.0
8341,0.504312,0.177526,-0.418429,-0.0941414,1.0
8341,0.504316,0.177421,-0.417009,-0.0991366,1.0
8341,0.504308,0.177429,-0.417374,-0.0900035,1.0
8341,0.504303,0.177524,-0.418788,-0.0856558,1.0
8341,0.504311,0.177516,-0.417585,-0.0952812,1.0
8341,0.504312,0.177428,-0.417975,-0.0975002,1.0
8341,0.504307,0.177432,-0.415984,-0.0914385,1.0
8341,0.504311,0.177519,-0.419083,-0.0855311,1.0
8341,0.504306,0.177518,-0.418748,-0.0943929,1.0
8341,0.50431,0.177429,-0.41548,-0.0992425,1.0
8341,0.504313,0.177428,-0.417293,-0.091643,1.0
8341,0.50431,0.177522,-0.419427,-0.0836445,1.0
8341,0.504303,0.177519,-0.417875,-0.0949017,1.0
8341,0.504309,0.177428,-0.416325,-0.101099,1.0
8341,0.504318,0.177428,-0.418136,-0.088323,1.0
8341,0.504307,0.177522,-0.420275,-0.0856738,1.0
8341,0.504299,0.17752,-0.416475,-0.0971725,1.0
8341,0.504317,0.177423,-0.417678,-0.0979311,1.0
8341,0.504316,0.177432,-0.417643,-0.0893116,1.0
8341,0.504306,0.177525,-0.417662,-0.0873833,1.0
8341,0.504301,0.177511,-0.418331,-0.0956642,1.0
8341,0.504318,0.177426,-0.416876,-0.0981765,1.0
8341,0.504314,0.17744,-0.419933,-0.0898908,1.0
8341,0.504304,0.177523,-0.418381,-0.0875863,1.0
8341,0.504306,0.177505,-0.418643,-0.0950789,1.0
8341,0.504312,0.177428,-0.417233,-0.0988215,1.0
8341,0.504314,0.177444,-0.417941,-0.0884426,1.0
